,joint_drug_name,condition_concept_name,PRR,PRR_error
1322,sufentanil_propofol,multiple myeloma,0.769231,0.769231
1323,nystatin_valproate,status epilepticus,10.0,10.0
1324,buprenorphine_olmesartan,lichen planus,10.0,10.0
1325,vitamin d_pregabalin,dehydration,2.4161099999999998,2.4161099999999998
1326,magnesium hydroxide_erythromycin,burning sensation,5.0,5.0
1327,hydrochlorothiazide_fentanyl,breast disorder,3.33333,3.33333
1328,sevelamer_darbepoetin alfa,skin necrosis,15.0,15.0
1329,torsemide_trazodone,disease recurrence,3.33333,3.33333
1330,albuterol_penicillin,pleurisy,5.0,5.0
1331,oil of garlic_nitroglycerin,unevaluable event,10.0,10.0
1332,enalapril_ribavirin,anal pruritus,5.0,5.0
1333,fentanyl_benztropine,oxygen saturation decreased,20.0,20.0
1334,etoricoxib_levothyroxine,tremor,1.875,1.875
1335,azithromycin_nitroglycerin,blepharitis,10.0,10.0
1336,fenofibrate_liraglutide,intentional self-injury,10.0,10.0
1337,fluticasone_varenicline,flushing,0.25974,0.25974
1338,bumetanide_balsalazide,arthralgia,3.33333,3.33333
1339,cefazolin_clindamycin,hepatic failure,3.33333,3.33333
1340,lovastatin_acyclovir,rectal haemorrhage,20.0,20.0
1341,capecitabine_citalopram,muscular weakness,1.25,1.25
1342,exenatide_baclofen,tremor,5.0,5.0
1343,vitamin e_formoterol,"hallucination, auditory",5.0,5.0
1344,tobramycin_olopatadine,cardiac disorder,3.33333,3.33333
1345,vancomycin_ondansetron,sinusitis,2.45283,2.45283
1346,fluticasone_allopurinol,phlebotomy,10.0,10.0
1347,amylases_metoprolol,vaginal haemorrhage,10.0,10.0
1348,glyburide_caffeine,migraine,10.0,10.0
1349,meperidine_cefuroxime,dysphagia,10.0,10.0
1350,zopiclone_trazodone,accommodation disorder,10.0,10.0
1351,ondansetron_nefopam,respiratory disorder,5.0,5.0
1352,rosuvastatin_levothyroxine,mental disorder,0.9615379999999999,0.9615379999999999
1353,spironolactone_hydroxyzine,hyperglycaemia,6.66667,6.66667
1354,quinapril_atorvastatin,nephrogenic systemic fibrosis,5.0,5.0
1355,cholestyramine resin_rabeprazole,anxiety,0.909091,0.909091
1356,aspirin_torsemide,aphthous stomatitis,3.125,3.125
1357,sulfamethoxazole_clopidogrel,coronary arterial stent insertion,2.0,2.0
1358,lorazepam_trandolapril,epistaxis,10.0,10.0
1359,sufentanil_droperidol,ventricular arrhythmia,10.0,10.0
1360,diphenhydramine_dolasetron,wheezing,1.11111,1.11111
1361,bevacizumab_pemetrexed,haematotoxicity,6.66667,6.66667
1362,testosterone_temazepam,syncope,2.8571400000000002,2.8571400000000002
1363,alfacalcidol_magnesium oxide,skin necrosis,3.33333,3.33333
1364,quetiapine_levofloxacin,delusion,10.0,10.0
1365,furosemide_bepotastine,pyrexia,3.33333,3.33333
1366,valsartan_tulobuterol,asthma,15.0,15.0
1367,diphenhydramine_lenalidomide,epicondylitis,10.0,10.0
1368,calcium carbonate_promethazine,tic,5.0,5.0
1369,lorazepam_levofloxacin,multi-organ failure,5.0,5.0
1370,aspirin_eszopiclone,dental operation,20.0,20.0
1371,cinacalcet_simvastatin,cognitive disorder,3.33333,3.33333
1372,pamidronate_thalidomide,intestinal ischaemia,10.0,10.0
1373,nicorandil_cilostazol,swelling face,2.0,2.0
1374,famotidine_furosemide,dilatation ventricular,9.0,9.0
1375,magnesium oxide_verapamil,metabolic acidosis,6.0,6.0
1376,venlafaxine_modafinil,metastases to bone,4.0,4.0
1377,risperidone_duloxetine,hypertensive heart disease,30.0,30.0
1378,ibuprofen_morphine,proteinuria,1.1764700000000001,1.1764700000000001
1379,nitrofurantoin_fludrocortisone,blood glucose increased,3.33333,3.33333
1380,albuterol_cod liver oil,palpitations,2.8571400000000002,2.8571400000000002
1381,duloxetine_atenolol,malignant neoplasm progression,0.8695649999999999,0.8695649999999999
1382,temazepam_clonazepam,neoplasm malignant,0.967742,0.967742
1383,docusate_desipramine,sleep disorder,10.0,10.0
1384,ethinyl estradiol_norgestimate,nasal oedema,5.0,5.0
1385,fexofenadine_lenalidomide,hypoventilation,10.0,10.0
1386,simvastatin_lithium carbonate,cluster headache,5.0,5.0
1387,romiplostim_azacitidine,osteonecrosis,10.0,10.0
1388,ezetimibe_anastrozole,rash morbilliform,10.0,10.0
1389,colchicine_fenofibrate,hernia,10.0,10.0
1390,bupropion_allopurinol,abasia,0.555556,0.555556
1391,hydrocodone_sertraline,abscess,4.28571,4.28571
1392,lamivudine_hydroxyurea,sepsis,5.0,5.0
1393,felodipine_pamidronate,constipation,40.0,40.0
1394,valsartan_fluvastatin,nasal congestion,1.11111,1.11111
1395,propranolol_hydromorphone,skin lesion,2.5,2.5
1396,amlodipine_hydromorphone,prostatomegaly,10.0,10.0
1397,mesalamine_levofloxacin,jaundice,10.0,10.0
1398,prochlorperazine_promethazine,hypoaesthesia facial,1.66667,1.66667
1399,guaifenesin_codeine,tremor,3.93939,3.93939
1400,lorazepam_misoprostol,intestinal obstruction,10.0,10.0
1401,cyclobenzaprine_carbamazepine,primary sequestrum,20.0,20.0
1402,nortriptyline_ropinirole,lung neoplasm malignant,5.0,5.0
1403,sertraline_montelukast,tooth loss,5.0,5.0
1404,valsartan_sucralfate,joint range of motion decreased,10.0,10.0
1405,finasteride_hydromorphone,constipation,12.5,12.5
1406,vitamin a_atenolol,arthritis,3.05556,3.05556
1407,mometasone_trazodone,agitation,1.05263,1.05263
1408,esomeprazole_insulin glargine,subcutaneous haematoma,2.5,2.5
1409,risperidone_diazepam,ketoacidosis,6.0,6.0
1410,cisplatin_zolpidem,injury,0.454545,0.454545
1411,atorvastatin_verapamil,renal infarct,2.5,2.5
1412,losartan_omega-3 fatty acids,visual impairment,1.11111,1.11111
1413,mometasone_amitriptyline,hypoaesthesia oral,20.0,20.0
1414,metoprolol_morniflumate,malaise,0.689655,0.689655
1415,meclizine_hydroxyzine,blood pressure fluctuation,6.66667,6.66667
1416,metronidazole_methocarbamol,chest pain,2.8571400000000002,2.8571400000000002
1417,cephalexin_misoprostol,pyrexia,5.0,5.0
1418,enoxaparin_infliximab,pulmonary congestion,3.33333,3.33333
1419,vitamin d3_adalimumab,coagulopathy,0.769231,0.769231
1420,omeprazole_montelukast,scab,1.0,1.0
1421,apixaban_digoxin,gastrointestinal haemorrhage,7.142860000000001,7.142860000000001
1422,formoterol_promethazine,diabetes mellitus,4.54545,4.54545
1423,fluticasone_methylprednisolone,haemodynamic instability,5.0,5.0
1424,simvastatin_vitamin d,gingival discolouration,10.0,10.0
1425,duloxetine_metoclopramide,dysentery,10.0,10.0
1426,cetirizine_montelukast,temporomandibular joint syndrome,5.0,5.0
1427,pamidronate_gabapentin,hyperphosphataemia,15.0,15.0
1428,voriconazole_zolpidem,salmonellosis,20.0,20.0
1429,esomeprazole_ciprofloxacin,muscle haemorrhage,13.3333,13.3333
1430,vitamin d_deferasirox,visual acuity reduced,1.11111,1.11111
1431,lormetazepam_bromazepam,abdominal pain,0.909091,0.909091
1432,sumatriptan_famotidine,influenza,5.0,5.0
1433,terbinafine_insulin glargine,multiple fractures,10.0,10.0
1434,olmesartan_magnesium oxide,neutrophil count decreased,8.33333,8.33333
1435,clonidine_trimethoprim,tachycardia,8.0,8.0
1436,dexamethasone_valdecoxib,haemoglobin decreased,7.5,7.5
1437,lansoprazole_hydroxychloroquine,clostridial infection,3.33333,3.33333
1438,salmeterol_lactulose,ill-defined disorder,2.5,2.5
1439,azithromycin_codeine,ovarian cyst,5.0,5.0
1440,methadone_oxycodone,"hallucination, visual",1.0344799999999998,1.0344799999999998
1441,lercanidipine_allopurinol,blindness,2.8571400000000002,2.8571400000000002
1442,fosinopril_vitamin e,muscular weakness,5.0,5.0
1443,famotidine_ibuprofen,expired drug administered,1.66667,1.66667
1444,nystatin_fentanyl,blood calcium abnormal,10.0,10.0
1445,loxapine_clozapine,extrapyramidal disorder,1.4285700000000001,1.4285700000000001
1446,sulfasalazine_leflunomide,pulmonary eosinophilia,20.0,20.0
1447,balsalazide_omeprazole,colitis ulcerative,5.0,5.0
1448,warfarin_diltiazem,loss of consciousness,1.70213,1.70213
1449,polyethylene glycol 3350_eszopiclone,akathisia,5.0,5.0
1450,"indapamide_insulin, glulisine, human",influenza like illness,10.0,10.0
1451,azithromycin_clonazepam,cholecystitis chronic,16.25,16.25
1452,diphenhydramine_diltiazem,grand mal convulsion,1.25,1.25
1453,rosiglitazone_ezetimibe,angioedema,0.909091,0.909091
1454,magnesium_clobetasol,dry skin,20.0,20.0
1455,magnesium hydroxide_omeprazole,aphasia,5.83333,5.83333
1456,atorvastatin_cetirizine,eating disorder,1.4285700000000001,1.4285700000000001
1457,midazolam_lidocaine,incorrect drug administration rate,10.0,10.0
1458,vitamin b 12_ondansetron,malaise,1.72043,1.72043
1459,levofloxacin_gabapentin,idiopathic thrombocytopenic purpura,5.0,5.0
1460,bromocriptine_sertraline,aggression,3.33333,3.33333
1461,diphenhydramine_amoxicillin,hepatomegaly,7.5,7.5
1462,acetaminophen_pentoxifylline,hyperlipidaemia,5.0,5.0
1463,lisinopril_alprazolam,gastric cyst,10.0,10.0
1464,lansoprazole_digitoxin,arthralgia,20.0,20.0
1465,potassium_venlafaxine,completed suicide,0.740741,0.740741
1466,olanzapine_lithium,purpura,3.33333,3.33333
1467,olmesartan_spironolactone,aortic stenosis,6.66667,6.66667
1468,valproate_mirtazapine,xerosis,20.0,20.0
1469,vitamin d_levothyroxine,hypertensive crisis,1.15385,1.15385
1470,aspirin_ketorolac,myositis,10.0,10.0
1471,imiglucerase_calcium,hypotension,3.33333,3.33333
1472,eszopiclone_irbesartan,convulsion,2.22222,2.22222
1473,enalapril_quinine,heart rate decreased,2.5,2.5
1474,acetaminophen_loratadine,heart rate decreased,0.769231,0.769231
1475,nebivolol_tiotropium,off label use,0.47618999999999995,0.47618999999999995
1476,lidocaine_leucovorin,blood pressure systolic increased,10.0,10.0
1477,losartan_sodium chloride,pulmonary congestion,20.0,20.0
1478,clotrimazole_trastuzumab,anaemia,5.0,5.0
1479,lidocaine_loperamide,anaemia,10.0,10.0
1480,cisplatin_paclitaxel,lower gastrointestinal haemorrhage,1.25,1.25
1481,ramipril_propranolol,diabetic ketoacidosis,10.0,10.0
1482,furosemide_fenofibrate,diarrhoea haemorrhagic,1.11111,1.11111
1483,insulin detemir_atorvastatin,rash maculo-papular,1.11111,1.11111
1484,rivastigmine_carvedilol,oxygen saturation decreased,5.0,5.0
1485,zoledronic acid_loxoprofen,haematochezia,1.11111,1.11111
1486,ergocalciferol_lenalidomide,upper respiratory tract infection,6.66667,6.66667
1487,methylprednisolone_iron,condition aggravated,2.5,2.5
1488,quetiapine_armodafinil,arthropathy,10.0,10.0
1489,acetaminophen_acyclovir,cystitis,1.60714,1.60714
1490,metformin_insulin detemir,knee operation,2.0,2.0
1491,vitamin a_moxifloxacin,neuropathy peripheral,10.0,10.0
1492,amlodipine_fenofibrate,coronary artery occlusion,2.7027,2.7027
1493,cefazolin_piperacillin,intervertebral disc protrusion,10.0,10.0
1494,omeprazole_sildenafil,abnormal loss of weight,6.66667,6.66667
1495,polyethylene glycol 9000_lenalidomide,neck pain,5.0,5.0
1496,"estrogens, conjugated (usp)_digoxin",drug ineffective,0.8791209999999999,0.8791209999999999
1497,formoterol_digoxin,tooth fracture,5.0,5.0
1498,olanzapine_buspirone,eye rolling,10.0,10.0
1499,tobramycin_aztreonam,infection,4.54545,4.54545
1500,nitrofurantoin_carvedilol,incorrect drug administration duration,3.33333,3.33333
1501,citalopram_promethazine,primary sequestrum,20.0,20.0
1502,bisacodyl_thiamine,pyrexia,3.75,3.75
1503,pentoxifylline_digitoxin,pneumonia,5.0,5.0
1504,diphenoxylate_lorazepam,bronchopulmonary aspergillosis,5.0,5.0
1505,mercaptopurine_omega-3 acid ethyl esters (usp),injection site erythema,10.0,10.0
1506,bupropion_montelukast,hormone level abnormal,2.0,2.0
1507,morphine_ketamine,urinary incontinence,3.33333,3.33333
1508,ibuprofen_citalopram,blood albumin decreased,2.22222,2.22222
1509,chlorpheniramine_beclomethasone,cerebrovascular accident,1.4285700000000001,1.4285700000000001
1510,ipratropium_omeprazole,ear infection viral,10.0,10.0
1511,cytarabine_amphotericin b,fluid retention,1.66667,1.66667
1512,oxaliplatin_fluorouracil,aplasia,11.4286,11.4286
1513,fluticasone_clindamycin,migraine with aura,20.0,20.0
1514,cisplatin_etoposide,hepatocellular carcinoma,1.4285700000000001,1.4285700000000001
1515,dexamethasone_metoprolol,interstitial lung disease,1.2658200000000002,1.2658200000000002
1516,atorvastatin_acyclovir,coronary artery occlusion,2.72727,2.72727
1517,calcium chloride_labetalol,renal failure acute,50.0,50.0
1518,lisinopril_eptifibatide,cardiac failure congestive,7.27273,7.27273
1519,heparinoids_levothyroxine,nasopharyngitis,3.33333,3.33333
1520,bisacodyl_hydroxyzine,temperature intolerance,5.0,5.0
1521,atorvastatin_cisplatin,deep vein thrombosis,5.45455,5.45455
1522,brimonidine_beclomethasone,fatigue,0.909091,0.909091
1523,oxycodone_dichloralphenazone,arthralgia,8.33333,8.33333
1524,vitamin a_sevelamer,platelet count decreased,4.0,4.0
1525,metronidazole_methylprednisolone,nervousness,1.4285700000000001,1.4285700000000001
1526,prednisone_leflunomide,tinnitus,1.14943,1.14943
1527,tinzaparin_alprazolam,death,0.37037,0.37037
1528,polyethylene glycol 3350_escitalopram,gingival pain,3.33333,3.33333
1529,calcium carbonate_dutasteride,renal failure acute,3.33333,3.33333
1530,doxazosin_epoetin alfa,hypertensive heart disease,10.0,10.0
1531,simvastatin_codeine,hip fracture,0.526316,0.526316
1532,mercaptopurine_vincristine,blood creatine phosphokinase increased,0.925926,0.925926
1533,levetiracetam_lansoprazole,dry skin,2.10526,2.10526
1534,mirabegron_clopidogrel,flushing,2.0,2.0
1535,dantrolene_baclofen,proctalgia,3.33333,3.33333
1536,simvastatin_adalimumab,dermatitis exfoliative,1.0,1.0
1537,diphenhydramine_granisetron,colorectal cancer,5.0,5.0
1538,diazepam_butalbital,intraocular pressure increased,1.66667,1.66667
1539,folic acid_urapidil,glycosylated haemoglobin increased,10.0,10.0
1540,timolol_guaifenesin,nervousness,10.0,10.0
1541,duloxetine_fexofenadine,haematochezia,2.30769,2.30769
1542,calcitriol_epoetin beta,melaena,10.0,10.0
1543,zolpidem_leucovorin,nausea,2.73504,2.73504
1544,ropinirole_zolpidem,meniscus lesion,10.0,10.0
1545,salmeterol_epinastine,loss of consciousness,5.0,5.0
1546,acetaminophen_benserazide,gamma-glutamyltransferase increased,3.33333,3.33333
1547,enalapril_venlafaxine,weight fluctuation,5.0,5.0
1548,hydrochlorothiazide_oxycodone,pelvic floor muscle weakness,10.0,10.0
1549,fluticasone_insulin detemir,flatulence,5.0,5.0
1550,diazepam_anastrozole,cognitive disorder,12.5,12.5
1551,rituximab_digoxin,platelet count decreased,7.5,7.5
1552,procyclidine_folic acid,mobility decreased,5.0,5.0
1553,fluconazole_alprazolam,labyrinthitis,5.0,5.0
1554,amlodipine_pravastatin,aortic disorder,10.0,10.0
1555,caffeine_trimethoprim,white blood cell count increased,5.0,5.0
1556,levodopa_dexamethasone,unevaluable event,1.66667,1.66667
1557,enalapril_water,paraesthesia,2.5,2.5
1558,ondansetron_epoetin alfa,ammonia increased,10.0,10.0
1559,sulfamethoxazole_phenytoin,dementia,5.0,5.0
1560,atorvastatin_gemfibrozil,suicide attempt,0.25640999999999997,0.25640999999999997
1561,hydrocodone_duloxetine,primary progressive multiple sclerosis,5.0,5.0
1562,nitrofurantoin_clonidine,hyperglycaemia,5.0,5.0
1563,imatinib_vincristine,acute respiratory distress syndrome,8.0,8.0
1564,hydrochlorothiazide_sulfasalazine,ischaemia,10.0,10.0
1565,spironolactone_levofloxacin,aggression,0.333333,0.333333
1566,polyethylene glycol 3350_digoxin,alopecia,0.5882350000000001,0.5882350000000001
1567,abacavir_ramipril,lipodystrophy acquired,20.0,20.0
1568,methylprednisolone_progesterone,emotional distress,1.0,1.0
1569,enoxaparin_ramipril,prothrombin time prolonged,3.33333,3.33333
1570,guaifenesin_magnesium,pleural effusion,15.0,15.0
1571,pantoprazole_bisoprolol,heart sounds abnormal,10.0,10.0
1572,bupropion_magnesium oxide,drug hypersensitivity,4.28571,4.28571
1573,mineral oil_nitroglycerin,overdose,3.33333,3.33333
1574,rosuvastatin_promethazine,ankle fracture,17.5,17.5
1575,lovastatin_magnesium,pericardial effusion,5.0,5.0
1576,ethyl loflazepate_paroxetine,disease recurrence,2.0,2.0
1577,lorazepam_montelukast,suicide attempt,4.61538,4.61538
1578,voriconazole_valproate,hypernatraemia,30.0,30.0
1579,amlodipine_hydrocodone,arthroscopy,2.5,2.5
1580,lactulose_dihydrocodeine,diarrhoea,1.05263,1.05263
1581,tramadol_pantoprazole,fatigue,1.7503099999999998,1.7503099999999998
1582,acetaminophen_pregabalin,biopsy kidney abnormal,2.5,2.5
1583,nystatin_temazepam,delirium,2.5,2.5
1584,nystatin_dapsone,stomatitis,5.0,5.0
1585,tramadol_moxifloxacin,hypomagnesaemia,20.0,20.0
1586,glucose_lactate,pneumoconiosis,2.0,2.0
1587,famotidine_oxycodone,suicidal ideation,2.1621599999999996,2.1621599999999996
1588,omeprazole_octreotide,neoplasm progression,50.0,50.0
1589,prochlorperazine_mesalamine,pneumonitis,10.0,10.0
1590,cisplatin_lorazepam,pulmonary embolism,4.28571,4.28571
1591,topiramate_risedronate,injury,2.0,2.0
1592,tramadol_vitamin e,haematuria,2.0,2.0
1593,linseed oil_atenolol,injection site urticaria,5.0,5.0
1594,lenalidomide_prednisone,left ventricular failure,2.0,2.0
1595,oxycodone_vitamin d,decubitus ulcer,6.0,6.0
1596,folic acid_psyllium,drug intolerance,1.66667,1.66667
1597,methylprednisolone_carbamazepine,pharyngitis,20.0,20.0
1598,polyethylene glycol 3350_tamsulosin,derealisation,10.0,10.0
1599,darifenacin_varenicline,asthma,5.0,5.0
1600,lisinopril_molsidomine,chronic obstructive pulmonary disease,5.0,5.0
1601,losartan_gabapentin,bone deformity,10.0,10.0
1602,carisoprodol_zolpidem,brain neoplasm,1.4285700000000001,1.4285700000000001
1603,aspirin_tazobactam,cytomegalovirus infection,5.0,5.0
1604,duloxetine_felodipine,syncope,6.66667,6.66667
1605,ipratropium_cefuroxime,tremor,2.0,2.0
1606,furosemide_calcium,appendicectomy,2.5,2.5
1607,glyburide_allopurinol,angioedema,2.38095,2.38095
1608,diphenhydramine_hydroxychloroquine,calcium deficiency,10.0,10.0
1609,omeprazole_lithium carbonate,rheumatoid arthritis,0.769231,0.769231
1610,sodium bicarbonate_insulin lispro,vision blurred,1.25,1.25
1611,guaifenesin_sodium oxybate,chronic obstructive pulmonary disease,60.0,60.0
1612,sertraline_nebivolol,abnormal dreams,1.4285700000000001,1.4285700000000001
1613,sumatriptan_alprazolam,drug dependence,3.8095199999999996,3.8095199999999996
1614,heparin_mirtazapine,rib fracture,20.0,20.0
1615,cyclophosphamide_pirarubicin,anaemia,2.91667,2.91667
1616,albuterol_cetirizine,blood immunoglobulin m increased,10.0,10.0
1617,methotrexate_vincristine,lymphocyte count decreased,2.12121,2.12121
1618,deferoxamine_morphine,dyspnoea,2.8571400000000002,2.8571400000000002
1619,furosemide_citalopram,medical device pain,0.909091,0.909091
1620,estradiol_quetiapine,hyperprolactinaemia,30.0,30.0
1621,granisetron_celecoxib,arrhythmia,10.0,10.0
1622,megestrol_rofecoxib,syncope,25.0,25.0
1623,abacavir_ritonavir,pseudocyst,16.6667,16.6667
1624,acetaminophen_olmesartan,lumbar spinal stenosis,8.0,8.0
1625,ezetimibe_amiodarone,lipid metabolism disorder,20.0,20.0
1626,medroxyprogesterone_propoxyphene,respiratory failure,20.0,20.0
1627,prednisolone_propranolol,dilatation ventricular,10.0,10.0
1628,fluoxetine_botulinum toxin type a,somnolence,2.0,2.0
1629,metformin_simvastatin,iliac artery stenosis,15.0,15.0
1630,furosemide_levothyroxine,scar,2.14765,2.14765
1631,sertraline_atenolol,papule,5.0,5.0
1632,temazepam_cholestyramine resin,incorrect dose administered,3.33333,3.33333
1633,hydrochlorothiazide_cholestyramine resin,oedema peripheral,5.0,5.0
1634,fluticasone_morphine,ulcer,2.1428599999999998,2.1428599999999998
1635,vitamin b 12_gabapentin,"hallucination, visual",1.11111,1.11111
1636,cetirizine_methylphenidate,neoplasm progression,10.0,10.0
1637,tranexamic acid_vitamin b complex,drug ineffective,2.0,2.0
1638,vancomycin_melphalan,drug withdrawal syndrome,0.5882350000000001,0.5882350000000001
1639,enoxaparin_linezolid,anuria,5.0,5.0
1640,torsemide_fluorouracil,confusional state,2.0,2.0
